dx = 0.0, dy = 0.0,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 13, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 14, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 15, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 16, r_cnt = 0, direction = straight
dx = 112.23999999999998, dy = 55.03764705882395,  s_cnt = 2, l_cnt = 17, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 18, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 19, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 20, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 21, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 22, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 23, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 24, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 25, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 26, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 27, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 28, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 29, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 30, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 31, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 32, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 33, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 34, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 35, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 36, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 37, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 38, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 39, r_cnt = 0, direction = straight
dx = 125.11999999999998, dy = 59.63764705882397,  s_cnt = 2, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 3, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 4, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 5, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 6, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 7, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 8, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 9, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 10, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 11, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 12, l_cnt = 40, r_cnt = 0, direction = straight
dx = 29.295686274509904, dy = 12.573333333333608,  s_cnt = 13, l_cnt = 40, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 41, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 42, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 43, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 44, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 45, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 46, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 47, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 48, r_cnt = 0, direction = straight
dx = 88.1756862745099, dy = 33.733333333333576,  s_cnt = 13, l_cnt = 49, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 50, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 51, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 52, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 53, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 54, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 55, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 56, r_cnt = 0, direction = straight
dx = 106.5756862745099, dy = 32.81333333333362,  s_cnt = 13, l_cnt = 57, r_cnt = 0, direction = straight
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 13, l_cnt = 58, r_cnt = 0, direction = straight
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 13, l_cnt = 59, r_cnt = 0, direction = straight
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 13, l_cnt = 60, r_cnt = 0, direction = straight
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 13, l_cnt = 61, r_cnt = 0, direction = straight
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 1, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 2, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 3, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 4, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 5, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 6, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 7, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 8, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 9, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 10, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 11, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 12, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 13, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 14, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 15, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 16, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 17, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 18, r_cnt = 0, direction = left
dx = 129.5756862745099, dy = 31.893333333333544,  s_cnt = 0, l_cnt = 19, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 20, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 21, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 22, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 23, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 24, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 25, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 26, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 27, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 28, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 29, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 30, r_cnt = 0, direction = left
dx = 30.57647058823551, dy = 3.3192156862749016,  s_cnt = 0, l_cnt = 31, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 32, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 33, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 34, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 35, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 36, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 37, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 38, r_cnt = 0, direction = left
dx = 91.29647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 39, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 40, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 41, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 42, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 43, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 44, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 45, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 46, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 47, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -16.000784313725035,  s_cnt = 0, l_cnt = 48, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 49, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 50, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 51, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 52, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 53, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 54, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 55, r_cnt = 0, direction = left
dx = 94.97647058823551, dy = -17.840784313725067,  s_cnt = 0, l_cnt = 56, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 57, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 58, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 59, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 60, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 61, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 1, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 2, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 3, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 4, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 5, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 6, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 7, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 8, r_cnt = 0, direction = left
dx = 94.0564705882355, dy = -18.760784313725026,  s_cnt = 0, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 1, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 2, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 3, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 4, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 5, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 6, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 7, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 8, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 9, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 10, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 11, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 12, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 13, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 14, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 15, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 16, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 17, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 18, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 19, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 20, l_cnt = 9, r_cnt = 0, direction = left
dx = 13.818039215686206, dy = -5.826666666666824,  s_cnt = 21, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 22, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 23, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 24, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 25, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 26, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 27, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 28, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 29, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 30, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 31, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 32, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 33, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 34, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 35, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 36, l_cnt = 9, r_cnt = 0, direction = left
dx = -7.341960784313798, dy = -4.906666666666865,  s_cnt = 37, l_cnt = 9, r_cnt = 0, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 1, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 2, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 3, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 4, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 5, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 6, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 7, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 8, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 9, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 10, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 11, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 12, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 13, direction = left
dx = -32.18196078431379, dy = 9.813333333333162,  s_cnt = 37, l_cnt = 9, r_cnt = 14, direction = left
dx = -25.832156862745123, dy = 10.751372549019607,  s_cnt = 38, l_cnt = 9, r_cnt = 14, direction = left
dx = -25.832156862745123, dy = 10.751372549019607,  s_cnt = 39, l_cnt = 9, r_cnt = 14, direction = left
dx = -25.832156862745123, dy = 10.751372549019607,  s_cnt = 40, l_cnt = 9, r_cnt = 14, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 15, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 16, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 17, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 18, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 19, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 20, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 21, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 22, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 23, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 24, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 25, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 26, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 27, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 28, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 29, direction = left
dx = -50.672156862745126, dy = 13.511372549019597,  s_cnt = 40, l_cnt = 9, r_cnt = 30, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 31, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 32, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 33, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 34, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 35, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 36, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 37, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 38, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 39, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 40, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 41, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 42, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 43, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 44, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 45, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 46, direction = left
dx = -52.512156862745144, dy = 11.671372549019566,  s_cnt = 40, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 41, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 42, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 43, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 44, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 45, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 46, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 47, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 48, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 49, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 50, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 51, l_cnt = 9, r_cnt = 47, direction = left
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = -27.672156862745126, dy = 9.831372549019534,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = 15.423529411764804, dy = -1.8039215686271746,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
